35,,,The University of East London,107,0,51,0,158,,184,0,56,0,240,,231,0,74,0,305,,132,0,89,0,221,,35,0,7,0,42,,16,0,67,0,83,,64,0,49,0,113,,769,0,393,0,1162,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,Edge Hill College of Higher Education,31,2,12,0,45,,17,0,1,0,18,,0,96,341,0,437,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,48,98,354,0,500,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,The University of Essex,2029,341,3421,38,5829,,544,46,247,52,889,,318,7,445,0,770,,371,12,373,0,756,,537,2,237,0,776,,97,0,50,0,147,,6,0,9,0,15,,3902,408,4782,90,9182,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,The University of Exeter,1888,240,1189,374,3691,,1221,119,983,0,2323,,1086,149,989,276,2500,,335,26,447,610,1418,,214,19,237,0,470,,78,1,27,0,106,,0,0,1,0,1,,4822,554,3873,1260,10509,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,Falmouth College of Arts,30,0,0,0,30,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,30,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,University of Gloucestershire(#2),3,0,4,0,7,,171,16,39,16,242,,197,29,94,10,330,,0,4,24,0,28,,34,4,64,3,105,,0,0,0,0,0,,9,0,2,0,11,,414,53,227,29,723,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,Goldsmiths College,254,9,94,0,357,,290,11,80,0,381,,316,5,80,0,401,,2,0,6,0,8,,19,5,46,0,70,,0,0,2,0,2,,75,2,16,0,93,,956,32,324,0,1312,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,The University of Greenwich(#4),531,212,194,0,937,,54,22,51,0,127,,222,2475,1678,0,4375,,171,296,307,0,774,,327,57,278,0,662,,272,0,264,0,536,,62,65,177,37,341,,1639,3127,2949,37,7752,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,Harper Adams University College,0,0,0,0,0,,0,0,29,0,29,,0,0,0,0,0,,0,108,171,0,279,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,108,200,0,308,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,University of Hertfordshire,397,22,242,0,661,,132,1,147,0,280,,1029,23,109,0,1161,,187,3,66,0,256,,221,0,151,0,372,,20,0,109,0,129,,35,0,3,0,38,,2021,49,827,0,2897,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,Homerton College,197,41,103,0,341,,8,0,5,0,13,,0,0,4,0,4,,1,0,4,0,5,,0,0,12,0,12,,0,0,0,0,0,,0,0,0,0,0,,206,41,128,0,375,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,The University of Huddersfield,171,22,84,43,320,,106,0,59,0,165,,141,18,375,14,548,,144,34,86,20,284,,111,17,256,15,399,,4,0,17,1,22,,128,0,21,0,149,,805,91,898,93,1887,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,The University of Hull,1098,104,799,230,2231,,906,178,626,156,1866,,804,50,433,16,1303,,688,29,408,4,1129,,359,59,410,29,857,,144,3,85,15,247,,96,0,29,16,141,,4095,423,2790,466,7774,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,"Imperial College of Science, Technology & Medicine",15793,2148,12532,1319,31792,,20297,5289,20395,803,46784,,3031,1256,2846,14,7147,,4925,1700,8404,1767,16796,,4320,758,4360,73,9511,,2089,881,6855,289,10114,,981,273,1135,0,2389,,51436,12305,56527,4265,124533,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,Institute of Advanced Nursing Education,0,0,0,0,0,,0,0,53,0,53,,0,285,51,0,336,,0,0,55,0,55,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,285,159,0,444,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,Institute of Education,961,102,1540,0,2603,,559,95,132,0,786,,1701,173,576,0,2450,,38,5,12,0,55,,189,14,174,0,377,,11,0,0,0,11,,85,0,30,0,115,,3544,389,2464,0,6397,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,The University of Keele,863,129,487,0,1479,,711,306,531,0,1548,,998,404,1015,0,2417,,80,152,315,0,547,,226,47,293,0,566,,26,17,115,0,158,,2,0,28,0,30,,2906,1055,2784,0,6745,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,The University of Kent at Canterbury,1318,225,661,84,2288,,473,64,243,38,818,,1755,280,446,20,2501,,210,30,321,5,566,,337,14,194,5,550,,60,6,57,0,123,,156,13,43,2,214,,4309,632,1965,154,7060,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,Kent Institute of Art & Design,0,0,0,0,0,,0,2,3,0,5,,0,0,0,0,0,,0,12,5,0,17,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,14,8,0,22,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,"King Alfred's College, Winchester",1,0,14,1,16,,17,0,2,0,19,,2,3,12,0,17,,0,0,0,0,0,,0,0,0,0,0,,17,0,3,0,20,,0,0,0,0,0,,37,3,31,1,72,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,King's College London,3598,5692,4743,717,14750,,8471,14487,10567,635,34160,,3771,3257,3494,170,10692,,2708,2172,2680,106,7666,,646,1277,1623,27,3573,,900,1430,2255,140,4725,,55,976,1353,119,2503,,20149,29291,26715,1914,78069,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,Kingston University,228,-9,152,0,371,,-9,6,31,0,28,,238,67,242,0,547,,96,41,148,0,285,,118,17,50,0,185,,2,13,24,0,39,,-62,10,82,0,30,,611,145,729,0,1485,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,The University of Lancaster,2616,254,1873,0,4743,,442,43,286,0,771,,1104,258,1200,0,2562,,463,46,620,0,1129,,853,33,424,0,1310,,96,11,43,0,150,,68,6,331,0,405,,5642,651,4777,0,11070,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,Leeds Metropolitan University,66,0,83,0,149,,115,0,45,0,160,,206,0,81,0,287,,226,0,96,0,322,,22,0,24,0,46,,0,0,0,0,0,,0,0,8,0,8,,635,0,337,0,972,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,The University of Leeds,8227,1402,6127,1198,16954,,8094,965,6451,664,16174,,3640,490,2860,2,6992,,2026,936,3263,76,6301,,1990,216,1731,62,3999,,708,384,1291,14,2397,,394,41,326,32,793,,25079,4434,22049,2048,53610,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,The University of Leicester,4674,1399,4786,1618,12477,,4154,455,3354,401,8364,,2598,390,1413,37,4438,,1149,240,858,11,2258,,397,16,320,0,733,,245,31,337,15,628,,16,0,36,0,52,,13233,2531,11104,2082,28950,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,The University of Lincoln(#2),0,0,0,0,0,,6,0,50,0,56,,86,82,356,0,524,,3,1,72,0,76,,38,0,56,0,94,,0,0,0,0,0,,43,0,20,0,63,,176,83,554,0,813,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,Liverpool Hope,0,0,0,0,0,,0,0,0,0,0,,0,120,17,0,137,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,8,1,0,9,,0,128,18,0,146,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,Liverpool John Moores University,326,102,168,0,596,,59,11,87,3,160,,486,347,737,0,1570,,34,8,107,0,149,,49,0,63,6,118,,36,0,40,0,76,,23,9,83,0,115,,1013,477,1285,9,2784,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,The University of Liverpool,252,5785,3985,1414,11436,,1189,5089,4975,268,11521,,540,3849,5117,15,9521,,345,1414,1026,78,2863,,30,1339,1284,7,2660,,90,580,1235,0,1905,,71,374,314,0,759,,2517,18430,17936,1782,40665,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,London Business School,0,198,71,0,269,,0,12,163,0,175,,0,52,697,0,749,,0,1523,1037,0,2560,,0,29,108,0,137,,0,334,130,0,464,,0,40,79,0,119,,0,2188,2285,0,4473,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,University of London (Institutes and activities)(#3),106,188,113,0,407,,0,151,41,0,192,,564,72,302,0,938,,28,0,16,0,44,,2,119,96,0,217,,4,82,157,0,243,,0,31,1,0,32,,704,643,726,0,2073,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,London Guildhall University,25,0,0,0,25,,8,0,2,0,10,,10,0,0,0,10,,57,0,4,0,61,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,100,0,6,0,106,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,The London Institute,0,8,14,0,22,,0,173,318,0,491,,0,74,137,0,211,,0,1,1,0,2,,0,79,146,0,225,,0,8,16,0,24,,0,2,3,0,5,,0,345,635,0,980,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,London School of Economics and Political Science,1403,629,529,0,2561,,1095,46,160,0,1301,,904,185,426,0,1515,,808,121,154,0,1083,,542,85,699,0,1326,,635,247,751,0,1633,,78,52,203,0,333,,5465,1365,2922,0,9752,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,London School of Hygiene & Tropical Medicine,1530,384,1772,0,3686,,2457,459,2598,0,5514,,2867,803,2473,0,6143,,449,87,324,0,860,,444,40,531,0,1015,,1075,263,1030,0,2368,,86,1,35,0,122,,8908,2037,8763,0,19708,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,Loughborough University,2785,294,1410,379,4868,,414,21,377,41,853,,1369,280,3890,153,5692,,1801,1115,2188,389,5493,,793,90,462,8,1353,,122,0,178,0,300,,181,32,590,53,856,,7465,1832,9095,1023,19415,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,University of Luton,31,0,13,0,44,,7,0,25,0,32,,24,4,122,0,150,,11,1,17,0,29,,0,0,0,0,0,,0,0,1,0,1,,81,31,86,0,198,,154,36,264,0,454,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,University of Manchester,9081,2792,8791,2472,23136,,9505,1322,6710,871,18408,,4935,1386,3817,3,10141,,1423,499,1846,85,3853,,1517,232,1615,21,3385,,512,263,590,5,1370,,656,137,276,11,1080,,27629,6631,23645,3468,61373,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,The University of Manchester Institute of Science & Technology,3930,477,7354,1178,12939,,911,94,674,235,1914,,348,43,552,39,982,,734,99,1090,37,1960,,435,92,820,25,1372,,363,73,696,0,1132,,19,19,17,0,55,,6740,897,11203,1514,20354,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,The Manchester Metropolitan University,208,41,243,0,492,,242,60,60,0,362,,739,944,1260,0,2943,,324,111,129,0,564,,215,64,219,0,498,,0,20,60,0,80,,56,167,115,0,338,,1784,1407,2086,0,5277,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,Middlesex University,701,514,597,0,1812,,8,6,7,0,21,,997,732,849,0,2578,,148,109,126,0,383,,1122,824,955,0,2901,,0,0,0,0,0,,0,0,0,0,0,,2976,2185,2534,0,7695,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,The University of Newcastle-upon-Tyne,4021,455,3733,217,8426,,5357,642,4653,268,10920,,3618,474,5655,0,9747,,1385,264,1223,0,2872,,1466,179,1185,103,2933,,365,163,1058,17,1603,,209,14,192,18,433,,16421,2191,17699,623,36934,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,Newman College,0,0,0,0,0,,0,17,0,0,17,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,17,0,0,17,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,The University of North London,32,56,62,0,150,,6,10,12,0,28,,100,177,195,0,472,,3,6,7,0,16,,51,91,100,0,242,,2,3,3,0,8,,331,585,645,0,1561,,525,928,1024,0,2477,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,University College Northampton,61,0,65,66,192,,70,0,17,0,87,,211,0,233,0,444,,37,0,102,0,139,,21,0,9,0,30,,30,0,8,0,38,,23,0,28,0,51,,453,0,462,66,981,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,Northern School of Contemporary Dance,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,The University of Northumbria at Newcastle,176,10,203,0,389,,157,132,107,0,396,,643,355,522,0,1520,,175,92,234,0,501,,444,119,592,0,1155,,2,0,31,0,33,,10,0,46,0,56,,1607,708,1735,0,4050,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,Norwich School of Art and Design,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,The Nottingham Trent University,270,1,365,0,636,,106,6,68,0,180,,362,26,242,0,630,,330,67,44,0,441,,425,141,356,0,922,,65,0,27,0,92,,13,12,0,0,25,,1571,253,1102,0,2926,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
