115,,,The University of Sunderland,4795,0,0,777,0,6268,11840,,2,0,14,16,,115,
116,,,"The Surrey Institute of Art and Design, University College",1115,0,0,0,0,939,2054,,0,0,69,69,,116,
117,,,The University of Surrey,8681,0,0,18,0,4120,12819,,352,8039,421,8812,,117,
118,,,The University of Sussex,7611,0,0,13,0,7484,15108,,107,0,712,819,,118,
119,,,The University of Teesside,2448,0,0,518,0,4193,7159,,8,0,315,323,,119,
120,,,Thames Valley University,510,0,0,180,0,871,1561,,120,0,304,424,,120,
121,,,Trinity And All Saints College,1876,0,0,0,11,210,2097,,9,0,290,299,,121,
122,,,Trinity College of Music,0,0,0,0,0,1115,1115,,0,0,46,46,,122,
123,,,University College London,12621,0,17069,2474,1294,21288,54746,,2865,0,2736,5601,,123,
124,,,The University of Warwick,18741,0,0,516,157,31789,51203,,226,204,800,1230,,124,
125,,,"University of the West of England, Bristol",8270,0,12423,0,0,5126,25819,,0,0,2833,2833,,125,
126,,,The University of Westminster,4779,0,0,0,0,871,5650,,0,0,1240,1240,,126,
127,,,Wimbledon School of Art,150,0,0,0,0,181,331,,0,0,35,35,,127,
128,,,The University of Wolverhampton,4849,0,0,316,0,3198,8363,,3,0,2467,2470,,128,
129,,,University College Worcester,1231,0,0,6,0,581,1818,,0,0,63,63,,129,
130,,,Writtle College,2042,0,0,4,0,1747,3793,,0,0,23,23,,130,
131,,,York St John College(#2),3668,0,0,0,0,548,4216,,0,0,313,313,,131,
132,,,The University of York,11948,0,0,130,0,11635,23713,,556,42,311,909,,132,
,,,,,,,,,,,,,,,,,,
133,,Total Wales,,50966,85,5043,649,3478,21654,81875,,1846,1495,9192,12533,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,"University of Wales, Aberystwyth",8024,74,0,29,27,3533,11687,,261,771,682,1714,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,"University of Wales, Bangor",5711,0,154,26,68,3858,9817,,193,21,175,389,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,Cardiff University,13181,0,0,56,1062,2936,17235,,635,0,3331,3966,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,"University of Wales Institute, Cardiff",3682,0,0,130,0,164,3976,,0,0,242,242,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,University of Glamorgan,4371,0,0,19,0,2287,6677,,0,0,1277,1277,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,"The University of Wales, Lampeter",1229,0,0,9,0,151,1389,,77,118,55,250,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,University of Wales College of Medicine,362,0,4557,98,2321,0,7338,,510,160,1595,2265,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,"University of Wales College, Newport",1895,0,0,33,0,534,2462,,0,0,175,175,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,The North-East Wales Institute of Higher Education,1077,11,5,33,0,548,1674,,0,0,238,238,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,"The University of Wales, Registry",671,0,0,0,0,1904,2575,,114,337,444,895,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,Swansea Institute of Higher Education,988,0,0,37,0,304,1329,,0,0,213,213,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,"University of Wales, Swansea",7923,0,327,43,0,4954,13247,,56,88,674,818,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,"Trinity College, Carmarthen",1637,0,0,13,0,390,2040,,0,0,47,47,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,Welsh College of Music and Drama,215,0,0,123,0,91,429,,0,0,44,44,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Total Scotland,,93965,0,14678,7745,6906,89480,212774,,17372,2307,11269,30948,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,The University of Aberdeen,9357,0,1470,80,418,3202,14527,,728,1355,386,2469,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,University of Abertay Dundee,1461,0,0,0,0,1978,3439,,0,74,403,477,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,The University of Dundee,4417,0,3193,852,465,5429,14356,,284,74,492,850,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,Edinburgh College of Art,316,0,0,0,0,778,1094,,0,84,36,120,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,The University of Edinburgh,18464,0,930,1645,1499,7769,30307,,4975,123,2587,7685,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,Glasgow Caledonian University,2291,0,297,0,0,7394,9982,,265,7,30,302,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,Glasgow School of Art,306,0,0,3,0,281,590,,91,16,68,175,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,The University of Glasgow,10459,0,3301,3780,1237,10722,29499,,8822,0,732,9554,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,Heriot-Watt University,10478,0,0,192,2669,4654,17993,,216,0,176,392,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,Napier University,3686,0,0,88,7,2085,5866,,3,0,575,578,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,Northern College of Education,942,0,0,0,0,865,1807,,0,0,279,279,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,The University of Paisley,1727,0,5487,62,0,2591,9867,,0,0,344,344,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,"Queen Margaret University College, Edinburgh",2164,0,0,248,0,791,3203,,0,0,123,123,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,The Robert Gordon University,2394,0,0,0,0,18471,20865,,0,0,1803,1803,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,The Royal Scottish Academy of Music and Drama,161,0,0,0,0,795,956,,77,37,231,345,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,The University of St Andrews,8191,0,0,83,0,3606,11880,,1369,439,0,1808,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,Scottish Agricultural College,1125,0,0,0,68,6222,7415,,0,0,21,21,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,The University of Stirling,7174,0,0,147,0,5565,12886,,341,6,1130,1477,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,The University of Strathclyde,8852,0,0,565,543,6282,16242,,201,92,1853,2146,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,Total Great Britain,,916392,10606,195244,45655,17797,723214,1908908,,109009,32953,147468,289430,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,Total Northern Ireland,,9210,0,4981,0,31,14556,28778,,701,111,2145,2957,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,The Queen's University of Belfast,4617,0,4981,0,31,8417,18046,,670,68,1640,2378,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,St Mary's University College,0,0,0,0,0,211,211,,0,0,1,1,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,Stranmillis University College,924,0,0,0,0,216,1140,,0,0,55,55,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,University of Ulster,3669,0,0,0,0,5712,9381,,31,43,449,523,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# see relevant footnote in Notes on Tables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copyright © Higher Education Statistics Agency Ltd 2002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
