,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4 - Income of each Institution from Other Income and Endowment and Investment Income 2000/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Institutions,,,,,,,,,,,,,,,,,£ Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Other Income - Other,,,,,,Endowment & Investment Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Residences & catering ops,Grants from local authorities,Income from         health & hospital authorities,Release of deferred capital grants,Income from intellectual        property rights,Other operating income,Total ,,Specific             endowments,General                 endowments,Interest                  receivable,Total ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,Total UK,,925602,10606,200225,45655,17828,737770,1937686,,109710,33064,149613,292387,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Total England,,771461,10521,175523,37261,7413,612080,1614259,,89791,29151,127007,245949,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,Anglia Polytechnic University,5125,0,0,0,0,2674,7799,,0,0,1095,1095,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,Aston University,6201,0,0,0,351,3721,10273,,32,0,865,897,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,Bath Spa University College,1410,0,0,65,0,1602,3077,,0,0,95,95,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,The University of Bath,7168,0,693,123,42,3182,11208,,193,0,2314,2507,,6,
7,,,Birkbeck College,380,0,0,52,28,1871,2331,,183,5,935,1123,,7,
8,,,The University of Birmingham,19735,0,8371,380,0,16499,44985,,1530,290,2234,4054,,8,
9,,,Bishop Grosseteste College,617,7,0,0,0,60,684,,0,0,159,159,,9,
10,,,Bolton Institute of Higher Education,1184,0,0,301,0,633,2118,,0,0,102,102,,10,
11,,,Bournemouth University,3019,3,0,0,0,2616,5638,,0,0,488,488,,11,
12,,,The University of Bradford,4534,0,0,53,0,4258,8845,,344,0,316,660,,12,
13,,,Bretton Hall College of HE,1910,0,0,0,0,672,2582,,0,0,9,9,,13,
14,,,The University of Brighton,6039,0,0,104,0,789,6932,,0,0,933,933,,14,
15,,,The University of Bristol,10867,3,5853,443,230,11199,28595,,2265,19,280,2564,,15,
16,,,Brunel University,10722,0,135,34,235,4220,15346,,19,24,1194,1237,,16,
17,,,Buckinghamshire Chilterns University College,3791,0,1945,130,0,2693,8559,,0,0,444,444,,17,
18,,,The University of Cambridge,2253,0,7294,4120,0,20173,33840,,36877,6583,5324,48784,,18,
19,,,The Institute of Cancer Research(#1),33,0,0,614,401,3375,4423,,0,0,3565,3565,,19,
20,,,Canterbury Christ Church University College,4930,0,0,179,0,1941,7050,,0,0,102,102,,20,
21,,,The University of Central England in Birmingham,6336,0,0,0,0,1328,7664,,0,56,282,338,,21,
22,,,The University of Central Lancashire,5829,0,2495,265,0,3636,12225,,0,0,490,490,,22,
23,,,Central School of Speech and Drama,85,0,0,3,0,241,329,,16,0,101,117,,23,
24,,,Chester College of HE,1526,0,659,0,0,453,2638,,0,0,117,117,,24,
25,,,University College Chichester,2121,0,0,24,0,625,2770,,0,0,158,158,,25,
26,,,City University,5773,0,276,347,0,3143,9539,,255,250,2806,3311,,26,
27,,,Coventry University,7659,8,0,173,44,2647,10531,,1,636,0,637,,27,
28,,,Cranfield University,8739,0,0,281,0,3252,12272,,278,0,481,759,,28,
29,,,Cumbria Institute of the Arts(#2),228,0,0,0,0,413,641,,0,0,48,48,,29,
30,,,Dartington College of Arts,0,0,0,0,0,127,127,,1,0,124,125,,30,
31,,,De Montfort University,6108,0,0,0,0,1199,7307,,0,14,523,537,,31,
32,,,University of Derby,2355,0,50,88,0,287,2780,,0,0,77,77,,32,
33,,,University of Durham,17129,0,0,110,25,3554,20818,,348,360,349,1057,,33,
34,,,The University of East Anglia,7882,8,66,1204,3,5379,14542,,947,0,932,1879,,34,
35,,,The University of East London,4700,0,90,158,0,3066,8014,,0,0,358,358,,35,
36,,,Edge Hill College of Higher Education,1743,0,0,38,0,1568,3349,,0,0,250,250,,36,
37,,,The University of Essex,9341,0,0,43,0,3322,12706,,439,27,890,1356,,37,
38,,,The University of Exeter,16925,50,0,0,6,4915,21896,,525,29,860,1414,,38,
39,,,Falmouth College of Arts,514,0,0,72,0,448,1034,,0,0,90,90,,39,
40,,,University of Gloucestershire(#2),3733,0,0,48,0,2020,5801,,259,35,189,483,,40,
41,,,Goldsmiths College,4071,31,0,0,0,675,4777,,78,0,263,341,,41,
42,,,The University of Greenwich(#4),7400,0,0,67,0,750,8217,,0,0,1082,1082,,42,
43,,,Harper Adams University College,1631,0,0,0,0,781,2412,,0,0,168,168,,43,
44,,,University of Hertfordshire,9527,0,0,87,0,1890,11504,,0,0,1194,1194,,44,
45,,,Homerton College,1472,0,4635,0,0,2383,8490,,0,0,556,556,,45,
46,,,The University of Huddersfield,5004,9575,34,0,0,3261,17874,,5,0,942,947,,46,
47,,,The University of Hull,9358,0,2921,390,0,6518,19187,,636,375,291,1302,,47,
48,,,"Imperial College of Science, Technology & Medicine",14743,0,20181,10153,251,24410,69738,,1770,65,1836,3671,,48,
49,,,Institute of Advanced Nursing Education,0,0,714,0,0,4744,5458,,148,0,0,148,,49,
50,,,Institute of Education,2384,0,0,0,0,1097,3481,,80,0,481,561,,50,
51,,,The University of Keele,7262,0,1178,336,354,7385,16515,,329,0,1859,2188,,51,
52,,,The University of Kent at Canterbury,11008,0,0,58,14,4604,15684,,377,14,735,1126,,52,
53,,,Kent Institute of Art & Design,1880,0,0,0,0,981,2861,,0,0,62,62,,53,
54,,,"King Alfred's College, Winchester",3362,0,774,0,0,398,4534,,0,0,107,107,,54,
55,,,King's College London,11770,0,16041,1309,580,12468,42168,,3556,730,550,4836,,55,
56,,,Kingston University,7263,4,0,0,0,597,7864,,0,0,1404,1404,,56,
57,,,The University of Lancaster,11480,0,0,59,0,3789,15328,,191,0,1171,1362,,57,
58,,,Leeds Metropolitan University,5522,0,0,159,0,2235,7916,,0,0,535,535,,58,
59,,,The University of Leeds,19686,0,7827,177,0,20726,48416,,1490,422,2673,4585,,59,
60,,,The University of Leicester,11265,34,7275,29,45,6989,25637,,83,56,1245,1384,,60,
61,,,The University of Lincoln(#2),4529,134,0,51,0,750,5464,,0,0,237,237,,61,
62,,,Liverpool Hope,3745,0,0,122,0,366,4233,,0,0,21,21,,62,
63,,,Liverpool John Moores University,2477,0,1983,395,0,5347,10202,,9,0,650,659,,63,
64,,,The University of Liverpool,10533,0,6597,0,0,9672,26802,,1305,1002,3555,5862,,64,
65,,,London Business School,3766,0,0,337,0,3800,7903,,0,556,206,762,,65,
66,,,University of London (Institutes and activities)(#3),12400,0,0,302,0,43315,56017,,1940,0,3000,4940,,66,
67,,,London Guildhall University,220,650,0,119,0,2957,3946,,0,0,300,300,,67,
68,,,The London Institute,2889,0,0,54,0,2322,5265,,60,0,1182,1242,,68,
69,,,London School of Economics and Political Science,13071,0,0,0,0,7552,20623,,1811,318,978,3107,,69,
70,,,London School of Hygiene & Tropical Medicine,336,0,0,0,0,903,1239,,175,19,361,555,,70,
71,,,Loughborough University,17859,0,0,63,0,1319,19241,,108,0,1549,1657,,71,
72,,,University of Luton,3992,0,0,0,0,793,4785,,0,49,14,63,,72,
73,,,University of Manchester,24612,0,8058,1407,0,28913,62990,,2986,239,6331,9556,,73,
74,,,The University of Manchester Institute of Science & Technology,10045,0,0,0,0,3731,13776,,874,475,801,2150,,74,
75,,,The Manchester Metropolitan University,9753,0,0,36,0,3098,12887,,2,8,1694,1704,,75,
76,,,Middlesex University,8444,0,1331,0,0,5580,15355,,0,0,290,290,,76,
77,,,The University of Newcastle-upon-Tyne,12020,0,9667,872,0,11665,34224,,1528,192,2096,3816,,77,
78,,,Newman College,795,0,0,0,0,344,1139,,0,0,42,42,,78,
79,,,The University of North London,3364,0,0,0,0,1990,5354,,10,0,83,93,,79,
80,,,University College Northampton,3586,0,0,0,0,1168,4754,,0,0,443,443,,80,
81,,,Northern School of Contemporary Dance,0,14,0,99,0,24,137,,0,0,15,15,,81,
82,,,The University of Northumbria at Newcastle,6210,0,0,0,0,124,6334,,0,0,142,142,,82,
83,,,Norwich School of Art and Design,40,0,0,0,0,296,336,,0,0,100,100,,83,
84,,,The Nottingham Trent University,8408,0,0,492,0,1861,10761,,0,0,1095,1095,,84,
85,,,The University of Nottingham,26378,0,4911,232,1854,8747,42122,,602,439,479,1520,,85,
86,,,The Open University,0,0,0,0,0,18114,18114,,0,0,7332,7332,,86,
87,,,Oxford Brookes University,11772,0,1143,56,0,4880,17851,,0,0,387,387,,87,
88,,,The University of Oxford,2924,0,1242,2091,1055,40672,47984,,13160,3052,20048,36260,,88,
89,,,The University of Plymouth,4970,0,0,0,41,6068,11079,,0,0,862,862,,89,
90,,,The University of Portsmouth,5779,0,381,80,0,1486,7726,,75,0,687,762,,90,
91,,,Queen Mary and Westfield College,7614,0,0,0,0,1295,8909,,880,0,629,1509,,91,
92,,,Ravensbourne College of Design and Communication,247,0,0,12,0,554,813,,0,0,63,63,,92,
93,,,The University of Reading,16673,0,0,24,0,7531,24228,,276,3122,699,4097,,93,
94,,,"University of Surrey, Roehampton",5751,0,0,41,0,266,6058,,0,0,465,465,,94,
95,,,Rose Bruford College,0,0,0,0,0,0,0,,0,0,57,57,,95,
96,,,Royal Academy of Music,306,0,0,244,0,254,804,,2184,0,430,2614,,96,
97,,,Royal College of Art,587,0,0,2,17,842,1448,,450,172,157,779,,97,
98,,,Royal College of Music,679,0,0,434,0,1018,2131,,448,255,169,872,,98,
99,,,Royal Holloway and Bedford New College,11439,0,0,60,0,2553,14052,,1081,80,698,1859,,99,
100,,,Royal Northern College of Music,846,0,0,113,0,1829,2788,,0,0,127,127,,100,
101,,,The Royal Veterinary College,475,0,0,251,0,6412,7138,,285,0,618,903,,101,
102,,,St George's Hospital Medical School,379,0,10555,70,0,2977,13981,,267,95,-79,283,,102,
103,,,College of St Mark and St John,1613,0,0,0,0,21,1634,,0,0,239,239,,103,
104,,,St Martin's College,3078,0,0,71,0,1911,5060,,0,0,31,31,,104,
105,,,St Mary's College,2925,0,0,0,0,165,3090,,0,0,39,39,,105,
106,,,The University of Salford,8075,0,2901,810,196,3340,15322,,277,0,134,411,,106,
107,,,The School of Oriental and African Studies,871,0,0,141,0,2630,3642,,313,262,397,972,,107,
108,,,The School of Pharmacy,162,0,0,15,2,129,308,,32,0,110,142,,108,
109,,,Sheffield Hallam University,5047,0,156,488,24,3574,9289,,43,0,643,686,,109,
110,,,The University of Sheffield,14815,0,5684,385,153,8966,30003,,901,319,2109,3329,,110,
111,,,South Bank University,5890,0,0,0,0,3168,9058,,27,20,1639,1686,,111,
112,,,Southampton Institute,7501,0,0,0,0,1541,9042,,0,35,634,669,,112,
113,,,The University of Southampton,16690,0,1915,0,0,9036,27641,,179,167,1948,2294,,113,
114,,,Staffordshire University,4814,0,0,64,0,1565,6443,,0,0,346,346,,114,
