28,,,Cranfield University,730,0,730,,65,0,65,,28
29,,,Cumbria Institute of the Arts(#2),30,0,30,,25,0,25,,29
30,,,Dartington College of Arts,20,0,20,,10,0,10,,30
31,,,De Montfort University,1050,80,1130,,220,15,230,,31
32,,,University of Derby,545,10,555,,195,0,195,,32
33,,,University of Durham,995,45,1040,,55,0,60,,33
34,,,The University of East Anglia,545,380,925,,60,50,110,,34
35,,,The University of East London,465,0,465,,140,0,140,,35
36,,,Edge Hill College of Higher Education,205,85,290,,50,5,55,,36
37,,,The University of Essex,400,120,520,,70,30,105,,37
38,,,The University of Exeter,525,200,725,,120,55,175,,38
39,,,Falmouth College of Arts,50,0,50,,30,0,30,,39
40,,,University of Gloucestershire(#2),350,10,360,,75,0,75,,40
41,,,Goldsmiths College,270,40,310,,240,10,255,,41
42,,,The University of Greenwich,770,35,805,,150,15,165,,42
43,,,Harper Adams University College,80,15,95,,10,5,15,,43
44,,,University of Hertfordshire,695,260,950,,160,55,215,,44
45,,,Homerton College,55,70,120,,10,25,35,,45
46,,,The University of Huddersfield,470,165,635,,50,20,70,,46
47,,,The University of Hull,565,265,830,,70,40,110,,47
48,,,"Imperial College of Science, Technology & Medicine",1095,105,1195,,490,2040,2530,,48
49,,,Institute of Advanced Nursing Education,35,0,35,,5,0,5,,49
50,,,Institute of Education,150,65,215,,40,55,95,,50
51,,,The University of Keele,365,40,405,,60,140,200,,51
52,,,The University of Kent at Canterbury,415,150,560,,65,45,110,,52
53,,,Kent Institute of Art & Design,70,0,70,,50,0,50,,53
54,,,"King Alfred's College, Winchester",135,10,145,,30,0,30,,54
55,,,King's College London,1150,1695,2845,,120,200,325,,55
56,,,Kingston University,785,0,785,,195,0,195,,56
57,,,The University of Lancaster,470,215,685,,105,60,165,,57
58,,,Leeds Metropolitan University,750,30,775,,265,10,275,,58
59,,,The University of Leeds,1420,1095,2515,,230,155,385,,59
60,,,The University of Leicester,795,495,1285,,75,65,140,,60
61,,,The University of Lincoln(#2),330,0,330,,80,5,90,,61
62,,,Liverpool Hope,200,5,205,,35,0,35,,62
63,,,Liverpool John Moores University,780,145,930,,150,20,170,,63
64,,,The University of Liverpool,910,860,1770,,100,90,190,,64
65,,,London Business School,100,10,110,,30,0,30,,65
66,,,University of London (Institutes and activities)(#3),65,35,105,,25,15,40,,66
67,,,London Guildhall University,395,5,400,,205,0,205,,67
68,,,The London Institute,350,0,355,,335,0,335,,68
69,,,London School of Economics and Political Science,440,160,600,,85,45,125,,69
70,,,London School of Hygiene & Tropical Medicine,100,275,380,,30,50,75,,70
71,,,Loughborough University,690,380,1070,,105,45,155,,71
72,,,University of Luton,545,30,580,,40,5,50,,72
73,,,University of Manchester,1725,1255,2980,,225,165,390,,73
74,,,The University of Manchester Institute of Science & Technology,535,335,870,,45,25,70,,74
75,,,The Manchester Metropolitan University,1155,130,1285,,170,35,205,,75
76,,,Middlesex University,675,75,750,,255,55,310,,76
77,,,The University of Newcastle-upon-Tyne,1090,915,2005,,130,135,265,,77
78,,,Newman College,60,0,60,,15,0,15,,78
79,,,The University of North London,490,30,515,,235,5,245,,79
80,,,University College Northampton,425,5,430,,65,0,65,,80
81,,,Northern School of Contemporary Dance,10,0,10,,5,0,5,,81
82,,,The University of Northumbria at Newcastle,910,140,1055,,180,40,225,,82
83,,,Norwich School of Art and Design,25,0,25,,30,0,30,,83
84,,,The Nottingham Trent University,950,85,1030,,295,15,310,,84
85,,,The University of Nottingham,1200,1095,2295,,115,105,220,,85
86,,,The Open University,1040,90,1130,,115,15,130,,86
87,,,Oxford Brookes University,500,30,525,,485,60,545,,87
88,,,The University of Oxford,1760,2145,3905,,110,225,335,,88
89,,,The University of Plymouth,830,175,1005,,300,45,340,,89
90,,,The University of Portsmouth,680,95,775,,140,20,160,,90
91,,,Queen Mary and Westfield College,565,695,1260,,95,130,225,,91
92,,,Ravensbourne College of Design and Communication,25,0,25,,35,0,35,,92
93,,,The University of Reading,840,280,1120,,75,35,110,,93
94,,,"University of Surrey, Roehampton",245,5,255,,160,10,165,,94
95,,,Rose Bruford College,30,0,30,,25,0,25,,95
96,,,Royal Academy of Music,95,0,95,,0,0,0,,96
97,,,Royal College of Art,30,10,40,,45,30,75,,97
98,,,Royal College of Music,15,0,15,,100,0,100,,98
99,,,Royal Holloway and Bedford New College,450,95,545,,95,25,120,,99
100,,,Royal Northern College of Music,30,0,30,,155,5,160,,100
101,,,The Royal Veterinary College,110,70,185,,0,5,5,,101
102,,,St George's Hospital Medical School,240,400,635,,35,55,90,,102
103,,,College of St Mark and St John,100,15,110,,25,0,25,,103
104,,,St Martin's College,310,0,310,,50,0,50,,104
105,,,St Mary's College,115,0,120,,35,0,35,,105
106,,,The University of Salford,850,95,945,,170,15,180,,106
107,,,The School of Oriental and African Studies,215,15,230,,20,5,30,,107
108,,,The School of Pharmacy,45,50,95,,0,0,0,,108
109,,,Sheffield Hallam University,965,155,1120,,220,20,240,,109
110,,,The University of Sheffield,1265,990,2255,,95,105,200,,110
111,,,South Bank University,560,300,860,,175,50,225,,111
112,,,Southampton Institute,410,0,410,,180,0,180,,112
113,,,The University of Southampton,1080,915,1995,,195,100,300,,113
114,,,Staffordshire University,545,65,610,,140,5,145,,114
115,,,The University of Sunderland,640,25,665,,300,5,305,,115
116,,,"The Surrey Institute of Art and Design, University College",80,0,80,,50,0,50,,116
117,,,The University of Surrey,740,220,960,,125,25,150,,117
118,,,The University of Sussex,565,270,835,,95,60,155,,118
119,,,The University of Teesside,375,160,535,,50,25,75,,119
120,,,Thames Valley University,235,170,400,,50,25,70,,120
121,,,Trinity And All Saints College,95,0,95,,30,0,30,,121
122,,,Trinity College of Music,5,0,5,,70,0,70,,122
123,,,University College London,1610,2280,3890,,370,240,610,,123
124,,,The University of Warwick,935,400,1330,,115,40,155,,124
125,,,"University of the West of England, Bristol",895,70,965,,295,20,315,,125
126,,,The University of Westminster,595,75,670,,545,20,565,,126
127,,,Wimbledon School of Art,25,0,25,,45,0,45,,127
128,,,The University of Wolverhampton,845,30,880,,170,5,175,,128
129,,,University College Worcester,205,0,205,,60,0,60,,129
130,,,Writtle College,135,0,135,,15,0,15,,130
131,,,York St John College(#2),150,0,150,,45,0,45,,131
132,,,The University of York,535,410,950,,75,65,140,,132
,,,,,,,,,,,,
133,,Total Wales,,4415,1375,5790,,650,170,815,,133
134,,,"University of Wales, Aberystwyth",420,140,560,,40,20,60,,134
135,,,"University of Wales, Bangor",445,175,615,,30,40,70,,135
136,,,Cardiff University,1060,545,1605,,105,40,145,,136
137,,,"University of Wales Institute, Cardiff",350,0,350,,40,0,40,,137
138,,,University of Glamorgan,570,0,570,,120,0,120,,138
139,,,"The University of Wales, Lampeter",85,0,90,,10,0,10,,139
140,,,University of Wales College of Medicine,365,310,675,,35,30,65,,140
141,,,"University of Wales College, Newport",145,0,145,,25,0,30,,141
142,,,The North-East Wales Institute of Higher Education,145,25,165,,35,5,40,,142
143,,,"The University of Wales, Registry",15,5,20,,0,0,5,,143
144,,,Swansea Institute of Higher Education,150,0,150,,45,0,45,,144
145,,,"University of Wales, Swansea",555,180,735,,85,30,120,,145
146,,,"Trinity College, Carmarthen",80,0,80,,0,0,0,,146
147,,,Welsh College of Music and Drama,35,0,35,,65,0,65,,147
,,,,,,,,,,,,
148,,Total Scotland,,9080,4965,14045,,1480,635,2115,,148
149,,,The University of Aberdeen,690,520,1205,,110,100,210,,149
150,,,University of Abertay Dundee,230,25,255,,15,5,20,,150
151,,,The University of Dundee,590,650,1240,,165,70,235,,151
152,,,Edinburgh College of Art,60,10,70,,75,15,85,,152
153,,,The University of Edinburgh,1355,1340,2695,,140,145,280,,153
154,,,Glasgow Caledonian University,610,140,750,,50,25,80,,154
155,,,Glasgow School of Art,65,0,65,,55,0,55,,155
156,,,The University of Glasgow,1275,980,2255,,155,125,280,,156
157,,,Heriot-Watt University,430,245,670,,40,35,80,,157
158,,,Napier University,545,60,605,,70,5,80,,158
159,,,Northern College of Education,105,0,105,,25,0,25,,159
160,,,The University of Paisley,430,30,460,,15,5,20,,160
161,,,"Queen Margaret University College, Edinburgh",180,5,185,,35,0,40,,161
162,,,The Robert Gordon University,405,105,510,,70,10,80,,162
163,,,The Royal Scottish Academy of Music and Drama,25,0,25,,40,0,40,,163
164,,,The University of St Andrews,475,255,730,,295,35,325,,164
165,,,Scottish Agricultural College,250,5,255,,5,0,5,,165
166,,,The University of Stirling,430,155,585,,45,25,70,,166
167,,,The University of Strathclyde,935,440,1375,,70,40,105,,167
,,,,,,,,,,,,
168,,Total Great Britain,,78375,35135,113510,,16385,6935,23320,,168
,,,,,,,,,,,,
169,,Total Northern Ireland,,2060,835,2900,,155,60,215,,169
170,,,The Queen's University of Belfast,850,650,1500,,70,40,110,,170
171,,,St Mary's University College,55,0,55,,5,0,5,,171
172,,,Stranmillis University College,60,0,60,,0,0,0,,172
173,,,University of Ulster,1095,190,1280,,80,20,100,,173
,,,,,,,,,,,,
,,,,,,,,,,,,
"In this table 0, 1, 2 are rounded to 0. All other numbers are rounded up or down to the nearest 5.",,,,,,,,,,,,
# see relevant footnote in Notes on Tables.,,,,,,,,,,,,
,,,,,,,,,,,,
Copyright © Higher Education Statistics Agency Ltd 2002



























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































