1,,Total UK,,332730,100979,74071,9002,516782,,40305,11059,6506,825,58695,,18506,14052,9521,711,42790,,28710,11607,7642,1186,49145,,230767,70061,74243,3239,378310,,74655,17596,20251,757,113259,,85934,22065,21730,1577,131306,,22415,9248,11603,1108,44374,,8887,4072,2936,214,16109,,193890,87556,70112,9610,361168,,72273,32053,30855,7462,142643,,68153,25147,20916,3756,117972,,28918,15138,12473,957,57486,,72541,26329,29586,3412,131868,,1053,306,284,95,1738,,75954,32319,34956,3469,146698,,16688,8082,6688,652,32110,,23841,12258,9251,2649,47999,,46559,17710,13102,1188,78559,,87976,35260,30859,4708,158803,,79784,36778,30422,3629,150613,,1848,563,803,249,3463,,71299,16352,19033,1123,107807,,91704,13331,15576,1808,122419,,61800,17572,18074,2526,99972,,19272,6402,7718,502,33894,,302363,78644,146296,4846,532149,,46624,12539,12996,795,72954,,305414,50219,64274,2211,422118,,43895,12885,12568,1536,70884,,104077,17315,19908,500,141800,,160917,22514,28558,1072,213061,,189240,62927,59937,7374,319478,,187377,46024,102518,2416,338335,,56357,9674,9201,297,75529,,26172,4773,4602,130,35677,,10847,2364,3359,115,16685,,26063,6647,9252,1148,43110,,98013,26868,33176,5033,163090,,30552,24266,34854,396,90068,,3444373,1021554,1120710,94283,5680920,,1
7,,,Birkbeck College,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,953,218,477,49,1697,,0,0,0,0,0,,0,0,0,0,0,,1168,673,405,23,2269,,513,194,183,25,915,,27,0,3,4,34,,0,0,0,0,0,,301,171,108,11,591,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,119,57,32,1,209,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,39,1,6,0,46,,0,0,0,0,0,,0,0,0,0,0,,1098,127,357,2,1584,,390,76,65,3,534,,2428,288,448,0,3164,,81,15,7,0,103,,1220,162,147,0,1529,,1931,253,176,0,2360,,0,0,0,0,0,,0,0,0,0,0,,921,97,4,0,1022,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,764,388,226,134,1512,,1969,1545,1202,4,4720,,13922,4265,3846,256,22289,,7
8,,,The University of Birmingham,12948,3380,2483,583,19394,,2272,692,532,189,3685,,0,0,0,0,0,,1181,682,138,69,2070,,1330,188,150,36,1704,,1648,295,633,27,2603,,1699,442,679,94,2914,,0,0,0,0,0,,338,104,54,11,507,,2701,1541,1152,356,5750,,2097,762,1034,920,4813,,2275,762,741,188,3966,,0,0,0,0,0,,1122,400,542,129,2193,,0,0,0,0,0,,0,0,0,0,0,,1557,768,1275,255,3855,,1108,509,721,294,2632,,1299,450,711,73,2533,,1031,717,1116,285,3149,,1555,916,953,271,3695,,0,0,0,0,0,,0,0,0,0,0,,1559,156,313,41,2069,,0,0,0,0,0,,0,0,0,0,0,,2262,644,1739,107,4752,,1053,344,360,55,1812,,7361,1838,5063,337,14599,,0,0,0,0,0,,1618,780,938,131,3467,,4482,592,989,99,6162,,840,184,406,44,1474,,3446,673,1231,156,5506,,1332,245,205,9,1791,,264,27,63,4,358,,78,-52,74,16,116,,944,242,448,75,1709,,1151,299,684,249,2383,,981,630,1217,28,2856,,63532,19210,26644,5131,114517,,8
9,,,Bishop Grosseteste College,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,0,3,2,55,,49,0,10,1,60,,64,0,18,2,84,,1207,96,332,24,1659,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,1370,96,363,29,1858,,9
10,,,Bolton Institute of Higher Education,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,532,59,34,2,627,,757,298,122,11,1188,,0,0,0,0,0,,0,0,0,0,0,,193,12,18,1,224,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,491,138,41,15,685,,875,157,71,12,1115,,685,167,194,59,1105,,1046,207,120,31,1404,,0,0,0,0,0,,0,0,0,0,0,,48,7,2,0,57,,443,31,57,4,535,,0,0,0,0,0,,1193,246,212,0,1651,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,783,103,65,2,953,,721,223,70,3,1017,,775,203,151,3,1132,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,92,32,48,0,172,,0,0,0,0,0,,0,0,0,0,0,,8634,1883,1205,143,11865,,10
11,,,Bournemouth University,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,2491,527,1773,51,4842,,1080,246,797,23,2146,,202,63,108,30,403,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,359,82,210,9,660,,601,141,300,34,1076,,0,0,0,0,0,,638,131,324,88,1181,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,599,194,370,101,1264,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,498,63,228,16,805,,565,112,323,14,1014,,3510,1105,1965,193,6773,,0,0,0,0,0,,524,138,145,17,824,,567,121,217,85,990,,213,67,114,8,402,,0,0,0,0,0,,1477,316,560,210,2563,,55,26,38,0,119,,0,0,0,0,0,,0,0,0,0,0,,520,116,352,40,1028,,0,0,0,0,0,,1977,370,887,272,3506,,0,0,0,0,0,,15876,3818,8711,1191,29596,,11
12,,,The University of Bradford,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,710,130,335,16,1191,,3623,414,1405,26,5468,,901,105,163,0,1169,,0,0,0,0,0,,1942,593,521,0,3056,,0,0,0,0,0,,862,280,267,16,1425,,352,227,67,0,646,,0,0,0,0,0,,0,0,0,0,0,,1334,366,276,26,2002,,0,0,0,0,0,,507,69,57,0,633,,410,123,111,0,644,,0,0,0,0,0,,626,146,195,0,967,,1684,405,449,15,2553,,1294,280,222,77,1873,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,2410,379,1234,8,4031,,0,0,0,0,0,,1699,168,380,0,2247,,0,0,0,0,0,,649,82,162,0,893,,398,52,68,0,518,,0,0,0,0,0,,0,0,0,0,0,,747,109,190,0,1046,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,992,107,291,2,1392,,551,173,469,0,1193,,21691,4208,6862,186,32947,,12
13,,,Bretton Hall College of HE,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,596,51,93,23,763,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,1840,339,502,52,2733,,848,117,470,20,1455,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,3284,507,1065,95,4951,,13
14,,,The University of Brighton,6,45,101,0,152,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,4664,1229,1662,6,7561,,454,125,121,0,700,,0,0,0,0,0,,512,275,258,14,1059,,0,0,0,0,0,,795,390,372,19,1576,,175,94,88,5,362,,70,47,30,4,151,,0,0,0,0,0,,286,77,82,1,446,,0,0,0,0,0,,924,625,395,92,2036,,0,0,0,0,0,,0,0,0,0,0,,436,117,125,2,680,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,899,346,291,2,1538,,638,135,68,0,841,,1026,660,349,9,2044,,417,143,88,0,648,,2804,928,759,0,4491,,286,77,82,1,446,,439,118,81,0,638,,0,0,0,0,0,,228,56,95,0,379,,323,87,77,0,487,,2368,1026,719,6,4119,,2499,795,1148,3,4445,,715,175,299,0,1189,,93,23,39,0,155,,0,0,0,0,0,,608,200,270,9,1087,,589,125,63,0,777,,0,0,0,0,0,,22254,7918,7662,173,38007,,14
15,,,The University of Bristol,11170,3132,2141,130,16573,,1900,1198,216,77,3391,,2829,1963,802,153,5747,,1032,553,222,26,1833,,0,0,0,0,0,,2157,519,390,5,3071,,1056,237,249,28,1570,,0,0,0,0,0,,483,179,168,22,852,,2792,1119,557,128,4596,,2186,1210,656,535,4587,,1987,825,408,102,3322,,0,0,0,0,0,,2015,707,695,321,3738,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,825,345,188,68,1426,,1061,470,338,193,2062,,1512,996,559,68,3135,,0,0,0,0,0,,0,0,0,0,0,,1695,171,310,26,2202,,0,0,0,0,0,,0,0,0,0,0,,194,73,636,1,904,,0,0,0,0,0,,4164,538,823,26,5551,,0,0,0,0,0,,1193,135,98,0,1426,,2208,135,71,2,2416,,769,405,170,46,1390,,1434,672,1304,12,3422,,1377,332,386,0,2095,,611,98,92,0,801,,264,38,46,0,348,,0,0,0,0,0,,1041,201,354,156,1752,,768,684,1281,7,2740,,48723,16935,13160,2132,80950,,15
16,,,Brunel University,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,2206,250,189,7,2652,,893,155,106,0,1154,,796,181,46,2,1025,,0,0,0,0,0,,0,0,0,0,0,,1105,461,268,33,1867,,9,17,10,7,43,,3,8,1,5,17,,0,0,0,0,0,,337,29,56,5,427,,0,0,0,0,0,,2120,947,638,42,3747,,0,0,0,0,0,,217,315,131,37,700,,0,0,0,0,0,,1359,546,501,100,2506,,1490,579,486,41,2596,,0,0,0,0,0,,0,0,0,0,0,,1132,145,90,3,1370,,345,81,42,6,474,,0,0,0,0,0,,1384,389,258,25,2056,,224,20,37,3,284,,2524,495,244,3,3266,,423,49,15,1,488,,0,0,0,0,0,,972,1,24,0,997,,1102,381,260,22,1765,,1525,386,466,1,2378,,53,68,8,0,129,,0,0,0,0,0,,0,0,0,0,0,,718,178,126,13,1035,,1730,512,524,15,2781,,0,0,0,0,0,,22667,6193,4526,371,33757,,16
