,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,912.0,0,2007,Year,University of Stellenbosch,,WHITE,1.0 Professional Staff     -Sub-total
1,128.0,0,2007,Year,University of Stellenbosch,,COLOURED,1.0 Professional Staff     -Sub-total
2,16.0,0,2007,Year,University of Stellenbosch,,INDIAN,1.0 Professional Staff     -Sub-total
3,29.0,0,2007,Year,University of Stellenbosch,,AFRICAN,1.0 Professional Staff     -Sub-total
4,0.0,0,2007,Year,University of Stellenbosch,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,1085.0,0,2007,Year,University of Stellenbosch,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,625.0,0,2007,Year,University of Stellenbosch,MALE,,1.0 Professional Staff     -Sub-total
7,460.0,0,2007,Year,University of Stellenbosch,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2007,Year,University of Stellenbosch,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,711.0,0,2007,Year,University of Stellenbosch,,WHITE,   1.1 Instruction/Research Professional
10,86.0,0,2007,Year,University of Stellenbosch,,COLOURED,   1.1 Instruction/Research Professional
11,16.0,0,2007,Year,University of Stellenbosch,,INDIAN,   1.1 Instruction/Research Professional
12,27.0,0,2007,Year,University of Stellenbosch,,AFRICAN,   1.1 Instruction/Research Professional
13,0.0,0,2007,Year,University of Stellenbosch,,ALL OTHER,   1.1 Instruction/Research Professional
14,840.0,0,2007,Year,University of Stellenbosch,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,501.0,0,2007,Year,University of Stellenbosch,MALE,,   1.1 Instruction/Research Professional
16,339.0,0,2007,Year,University of Stellenbosch,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2007,Year,University of Stellenbosch,UNKNOWN,,   1.1 Instruction/Research Professional
18,88.0,0,2007,Year,University of Stellenbosch,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,12.0,0,2007,Year,University of Stellenbosch,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
20,0.0,0,2007,Year,University of Stellenbosch,,INDIAN,   1.2 Executive/Administrative/Managerial Professionals
21,1.0,0,2007,Year,University of Stellenbosch,,AFRICAN,   1.2 Executive/Administrative/Managerial Professionals
22,0.0,0,2007,Year,University of Stellenbosch,,ALL OTHER,   1.2 Executive/Administrative/Managerial Professionals
23,101.0,0,2007,Year,University of Stellenbosch,TOTAL,TOTAL,   1.2 Executive/Administrative/Managerial Professionals
24,70.0,0,2007,Year,University of Stellenbosch,MALE,,   1.2 Executive/Administrative/Managerial Professionals
25,31.0,0,2007,Year,University of Stellenbosch,FEMALE,,   1.2 Executive/Administrative/Managerial Professionals
26,0.0,0,2007,Year,University of Stellenbosch,UNKNOWN,,   1.2 Executive/Administrative/Managerial Professionals
27,113.0,0,2007,Year,University of Stellenbosch,,WHITE,   1.3 Specialist/Support Professionals
28,30.0,0,2007,Year,University of Stellenbosch,,COLOURED,   1.3 Specialist/Support Professionals
29,0.0,0,2007,Year,University of Stellenbosch,,INDIAN,   1.3 Specialist/Support Professionals
30,1.0,0,2007,Year,University of Stellenbosch,,AFRICAN,   1.3 Specialist/Support Professionals
