,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,27.0,0,2002,Year,Eastern Cape Technikon,,WHITE,1.0 Professional Staff     -Sub-total
1,10.0,0,2002,Year,Eastern Cape Technikon,,COLOURED,1.0 Professional Staff     -Sub-total
2,7.0,0,2002,Year,Eastern Cape Technikon,,INDIAN,1.0 Professional Staff     -Sub-total
3,178.0,0,2002,Year,Eastern Cape Technikon,,AFRICAN,1.0 Professional Staff     -Sub-total
4,0.0,0,2002,Year,Eastern Cape Technikon,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,222.0,0,2002,Year,Eastern Cape Technikon,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,130.0,0,2002,Year,Eastern Cape Technikon,MALE,,1.0 Professional Staff     -Sub-total
7,92.0,0,2002,Year,Eastern Cape Technikon,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2002,Year,Eastern Cape Technikon,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,21.0,0,2002,Year,Eastern Cape Technikon,,WHITE,   1.1 Instruction/Research Professional
10,6.0,0,2002,Year,Eastern Cape Technikon,,COLOURED,   1.1 Instruction/Research Professional
11,7.0,0,2002,Year,Eastern Cape Technikon,,INDIAN,   1.1 Instruction/Research Professional
12,147.0,0,2002,Year,Eastern Cape Technikon,,AFRICAN,   1.1 Instruction/Research Professional
13,0.0,0,2002,Year,Eastern Cape Technikon,,ALL OTHER,   1.1 Instruction/Research Professional
14,181.0,0,2002,Year,Eastern Cape Technikon,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,104.0,0,2002,Year,Eastern Cape Technikon,MALE,,   1.1 Instruction/Research Professional
16,77.0,0,2002,Year,Eastern Cape Technikon,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2002,Year,Eastern Cape Technikon,UNKNOWN,,   1.1 Instruction/Research Professional
18,6.0,0,2002,Year,Eastern Cape Technikon,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,2.0,0,2002,Year,Eastern Cape Technikon,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
20,0.0,0,2002,Year,Eastern Cape Technikon,,INDIAN,   1.2 Executive/Administrative/Managerial Professionals
21,12.0,0,2002,Year,Eastern Cape Technikon,,AFRICAN,   1.2 Executive/Administrative/Managerial Professionals
22,0.0,0,2002,Year,Eastern Cape Technikon,,ALL OTHER,   1.2 Executive/Administrative/Managerial Professionals
