,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,217.0,0,2008,Year,University of Limpopo,,WHITE,1.0 Professional Staff     -Sub-total
1,8.0,0,2008,Year,University of Limpopo,,COLOURED,1.0 Professional Staff     -Sub-total
2,62.0,0,2008,Year,University of Limpopo,,INDIAN,1.0 Professional Staff     -Sub-total
3,600.0,0,2008,Year,University of Limpopo,,AFRICAN,1.0 Professional Staff     -Sub-total
4,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,887.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,522.0,0,2008,Year,University of Limpopo,MALE,,1.0 Professional Staff     -Sub-total
7,365.0,0,2008,Year,University of Limpopo,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,180.0,0,2008,Year,University of Limpopo,,WHITE,   1.1 Instruction/Research Professional
10,6.0,0,2008,Year,University of Limpopo,,COLOURED,   1.1 Instruction/Research Professional
11,60.0,0,2008,Year,University of Limpopo,,INDIAN,   1.1 Instruction/Research Professional
12,507.0,0,2008,Year,University of Limpopo,,AFRICAN,   1.1 Instruction/Research Professional
13,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,   1.1 Instruction/Research Professional
14,753.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,459.0,0,2008,Year,University of Limpopo,MALE,,   1.1 Instruction/Research Professional
16,294.0,0,2008,Year,University of Limpopo,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,   1.1 Instruction/Research Professional
18,12.0,0,2008,Year,University of Limpopo,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,1.0,0,2008,Year,University of Limpopo,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
20,2.0,0,2008,Year,University of Limpopo,,INDIAN,   1.2 Executive/Administrative/Managerial Professionals
21,23.0,0,2008,Year,University of Limpopo,,AFRICAN,   1.2 Executive/Administrative/Managerial Professionals
22,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,   1.2 Executive/Administrative/Managerial Professionals
23,38.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,   1.2 Executive/Administrative/Managerial Professionals
24,26.0,0,2008,Year,University of Limpopo,MALE,,   1.2 Executive/Administrative/Managerial Professionals
25,12.0,0,2008,Year,University of Limpopo,FEMALE,,   1.2 Executive/Administrative/Managerial Professionals
26,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,   1.2 Executive/Administrative/Managerial Professionals
27,25.0,0,2008,Year,University of Limpopo,,WHITE,   1.3 Specialist/Support Professionals
28,1.0,0,2008,Year,University of Limpopo,,COLOURED,   1.3 Specialist/Support Professionals
29,0.0,0,2008,Year,University of Limpopo,,INDIAN,   1.3 Specialist/Support Professionals
30,70.0,0,2008,Year,University of Limpopo,,AFRICAN,   1.3 Specialist/Support Professionals
31,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,   1.3 Specialist/Support Professionals
32,96.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,   1.3 Specialist/Support Professionals
33,37.0,0,2008,Year,University of Limpopo,MALE,,   1.3 Specialist/Support Professionals
34,59.0,0,2008,Year,University of Limpopo,FEMALE,,   1.3 Specialist/Support Professionals
35,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,   1.3 Specialist/Support Professionals
36,111.0,0,2008,Year,University of Limpopo,,WHITE,2.0 Non-Professional Staff    -Sub-total
37,0.0,0,2008,Year,University of Limpopo,,COLOURED,2.0 Non-Professional Staff    -Sub-total
38,1.0,0,2008,Year,University of Limpopo,,INDIAN,2.0 Non-Professional Staff    -Sub-total
39,835.0,0,2008,Year,University of Limpopo,,AFRICAN,2.0 Non-Professional Staff    -Sub-total
40,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,2.0 Non-Professional Staff    -Sub-total
41,947.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,2.0 Non-Professional Staff    -Sub-total
42,453.0,0,2008,Year,University of Limpopo,MALE,,2.0 Non-Professional Staff    -Sub-total
43,494.0,0,2008,Year,University of Limpopo,FEMALE,,2.0 Non-Professional Staff    -Sub-total
44,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,2.0 Non-Professional Staff    -Sub-total
45,15.0,0,2008,Year,University of Limpopo,,WHITE,   2.1 Technical Employees
46,0.0,0,2008,Year,University of Limpopo,,COLOURED,   2.1 Technical Employees
47,0.0,0,2008,Year,University of Limpopo,,INDIAN,   2.1 Technical Employees
48,33.0,0,2008,Year,University of Limpopo,,AFRICAN,   2.1 Technical Employees
49,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,   2.1 Technical Employees
50,48.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,   2.1 Technical Employees
51,27.0,0,2008,Year,University of Limpopo,MALE,,   2.1 Technical Employees
52,21.0,0,2008,Year,University of Limpopo,FEMALE,,   2.1 Technical Employees
53,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,   2.1 Technical Employees
54,88.0,0,2008,Year,University of Limpopo,,WHITE,   2.2 Non-professional Administrative Employees
55,0.0,0,2008,Year,University of Limpopo,,COLOURED,   2.2 Non-professional Administrative Employees
56,1.0,0,2008,Year,University of Limpopo,,INDIAN,   2.2 Non-professional Administrative Employees
57,387.0,0,2008,Year,University of Limpopo,,AFRICAN,   2.2 Non-professional Administrative Employees
58,0.0,0,2008,Year,University of Limpopo,,ALL OTHER,   2.2 Non-professional Administrative Employees
59,476.0,0,2008,Year,University of Limpopo,TOTAL,TOTAL,   2.2 Non-professional Administrative Employees
60,179.0,0,2008,Year,University of Limpopo,MALE,,   2.2 Non-professional Administrative Employees
61,297.0,0,2008,Year,University of Limpopo,FEMALE,,   2.2 Non-professional Administrative Employees
62,0.0,0,2008,Year,University of Limpopo,UNKNOWN,,   2.2 Non-professional Administrative Employees
63,8.0,0,2008,Year,University of Limpopo,,WHITE,   2.3 Crafts/Trades Employees
64,0.0,0,2008,Year,University of Limpopo,,COLOURED,   2.3 Crafts/Trades Employees
65,0.0,0,2008,Year,University of Limpopo,,INDIAN,   2.3 Crafts/Trades Employees
66,19.0,0,2008,Year,University of Limpopo,,AFRICAN,   2.3 Crafts/Trades Employees
