,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,570.0,0,2008,Year,Tshwane University of Technology,,WHITE,1.0 Professional Staff     -Sub-total
1,16.0,0,2008,Year,Tshwane University of Technology,,COLOURED,1.0 Professional Staff     -Sub-total
2,35.0,0,2008,Year,Tshwane University of Technology,,INDIAN,1.0 Professional Staff     -Sub-total
3,393.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,1.0 Professional Staff     -Sub-total
4,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,1014.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,614.0,0,2008,Year,Tshwane University of Technology,MALE,,1.0 Professional Staff     -Sub-total
7,400.0,0,2008,Year,Tshwane University of Technology,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,447.0,0,2008,Year,Tshwane University of Technology,,WHITE,   1.1 Instruction/Research Professional
10,13.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   1.1 Instruction/Research Professional
11,30.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   1.1 Instruction/Research Professional
12,303.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   1.1 Instruction/Research Professional
13,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   1.1 Instruction/Research Professional
14,793.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,481.0,0,2008,Year,Tshwane University of Technology,MALE,,   1.1 Instruction/Research Professional
16,312.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   1.1 Instruction/Research Professional
18,23.0,0,2008,Year,Tshwane University of Technology,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,1.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
20,4.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   1.2 Executive/Administrative/Managerial Professionals
21,33.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   1.2 Executive/Administrative/Managerial Professionals
22,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   1.2 Executive/Administrative/Managerial Professionals
23,61.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   1.2 Executive/Administrative/Managerial Professionals
24,47.0,0,2008,Year,Tshwane University of Technology,MALE,,   1.2 Executive/Administrative/Managerial Professionals
25,14.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   1.2 Executive/Administrative/Managerial Professionals
26,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   1.2 Executive/Administrative/Managerial Professionals
27,100.0,0,2008,Year,Tshwane University of Technology,,WHITE,   1.3 Specialist/Support Professionals
28,2.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   1.3 Specialist/Support Professionals
29,1.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   1.3 Specialist/Support Professionals
30,57.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   1.3 Specialist/Support Professionals
31,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   1.3 Specialist/Support Professionals
32,160.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   1.3 Specialist/Support Professionals
33,86.0,0,2008,Year,Tshwane University of Technology,MALE,,   1.3 Specialist/Support Professionals
34,74.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   1.3 Specialist/Support Professionals
35,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   1.3 Specialist/Support Professionals
36,361.0,0,2008,Year,Tshwane University of Technology,,WHITE,2.0 Non-Professional Staff    -Sub-total
37,21.0,0,2008,Year,Tshwane University of Technology,,COLOURED,2.0 Non-Professional Staff    -Sub-total
38,14.0,0,2008,Year,Tshwane University of Technology,,INDIAN,2.0 Non-Professional Staff    -Sub-total
39,946.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,2.0 Non-Professional Staff    -Sub-total
40,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,2.0 Non-Professional Staff    -Sub-total
41,1342.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,2.0 Non-Professional Staff    -Sub-total
42,603.0,0,2008,Year,Tshwane University of Technology,MALE,,2.0 Non-Professional Staff    -Sub-total
43,739.0,0,2008,Year,Tshwane University of Technology,FEMALE,,2.0 Non-Professional Staff    -Sub-total
44,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,2.0 Non-Professional Staff    -Sub-total
45,6.0,0,2008,Year,Tshwane University of Technology,,WHITE,   2.1 Technical Employees
46,0.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   2.1 Technical Employees
47,0.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   2.1 Technical Employees
48,10.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   2.1 Technical Employees
49,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   2.1 Technical Employees
50,16.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   2.1 Technical Employees
51,14.0,0,2008,Year,Tshwane University of Technology,MALE,,   2.1 Technical Employees
52,2.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   2.1 Technical Employees
53,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   2.1 Technical Employees
54,336.0,0,2008,Year,Tshwane University of Technology,,WHITE,   2.2 Non-professional Administrative Employees
55,19.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   2.2 Non-professional Administrative Employees
56,14.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   2.2 Non-professional Administrative Employees
57,540.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   2.2 Non-professional Administrative Employees
58,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   2.2 Non-professional Administrative Employees
59,909.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   2.2 Non-professional Administrative Employees
60,366.0,0,2008,Year,Tshwane University of Technology,MALE,,   2.2 Non-professional Administrative Employees
61,543.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   2.2 Non-professional Administrative Employees
62,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   2.2 Non-professional Administrative Employees
63,10.0,0,2008,Year,Tshwane University of Technology,,WHITE,   2.3 Crafts/Trades Employees
64,0.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   2.3 Crafts/Trades Employees
65,0.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   2.3 Crafts/Trades Employees
66,11.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   2.3 Crafts/Trades Employees
67,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   2.3 Crafts/Trades Employees
68,21.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   2.3 Crafts/Trades Employees
69,21.0,0,2008,Year,Tshwane University of Technology,MALE,,   2.3 Crafts/Trades Employees
70,0.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   2.3 Crafts/Trades Employees
71,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   2.3 Crafts/Trades Employees
72,9.0,0,2008,Year,Tshwane University of Technology,,WHITE,   2.4 Service\Employees
73,2.0,0,2008,Year,Tshwane University of Technology,,COLOURED,   2.4 Service\Employees
74,0.0,0,2008,Year,Tshwane University of Technology,,INDIAN,   2.4 Service\Employees
75,385.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,   2.4 Service\Employees
76,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,   2.4 Service\Employees
77,396.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,   2.4 Service\Employees
78,202.0,0,2008,Year,Tshwane University of Technology,MALE,,   2.4 Service\Employees
79,194.0,0,2008,Year,Tshwane University of Technology,FEMALE,,   2.4 Service\Employees
80,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,   2.4 Service\Employees
81,0.0,0,2008,Year,Tshwane University of Technology,,WHITE,3.0 Unknown
82,0.0,0,2008,Year,Tshwane University of Technology,,COLOURED,3.0 Unknown
83,0.0,0,2008,Year,Tshwane University of Technology,,INDIAN,3.0 Unknown
84,0.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,3.0 Unknown
85,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,3.0 Unknown
86,0.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,3.0 Unknown
87,0.0,0,2008,Year,Tshwane University of Technology,MALE,,3.0 Unknown
88,0.0,0,2008,Year,Tshwane University of Technology,FEMALE,,3.0 Unknown
89,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,3.0 Unknown
90,931.0,0,2008,Year,Tshwane University of Technology,,WHITE,9.9 TOTAL
91,37.0,0,2008,Year,Tshwane University of Technology,,COLOURED,9.9 TOTAL
92,49.0,0,2008,Year,Tshwane University of Technology,,INDIAN,9.9 TOTAL
93,1339.0,0,2008,Year,Tshwane University of Technology,,AFRICAN,9.9 TOTAL
94,0.0,0,2008,Year,Tshwane University of Technology,,ALL OTHER,9.9 TOTAL
95,2356.0,0,2008,Year,Tshwane University of Technology,TOTAL,TOTAL,9.9 TOTAL
96,1217.0,0,2008,Year,Tshwane University of Technology,MALE,,9.9 TOTAL
97,1139.0,0,2008,Year,Tshwane University of Technology,FEMALE,,9.9 TOTAL
98,0.0,0,2008,Year,Tshwane University of Technology,UNKNOWN,,9.9 TOTAL
