,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,872.0,0,2006,Year,University of KwaZulu-Natal,,WHITE,1.0 Professional Staff     -Sub-total
1,51.0,0,2006,Year,University of KwaZulu-Natal,,COLOURED,1.0 Professional Staff     -Sub-total
2,606.0,0,2006,Year,University of KwaZulu-Natal,,INDIAN,1.0 Professional Staff     -Sub-total
3,447.0,0,2006,Year,University of KwaZulu-Natal,,AFRICAN,1.0 Professional Staff     -Sub-total
4,9.0,0,2006,Year,University of KwaZulu-Natal,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,1985.0,0,2006,Year,University of KwaZulu-Natal,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,1087.0,0,2006,Year,University of KwaZulu-Natal,MALE,,1.0 Professional Staff     -Sub-total
7,898.0,0,2006,Year,University of KwaZulu-Natal,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2006,Year,University of KwaZulu-Natal,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,738.0,0,2006,Year,University of KwaZulu-Natal,,WHITE,   1.1 Instruction/Research Professional
10,33.0,0,2006,Year,University of KwaZulu-Natal,,COLOURED,   1.1 Instruction/Research Professional
11,477.0,0,2006,Year,University of KwaZulu-Natal,,INDIAN,   1.1 Instruction/Research Professional
12,326.0,0,2006,Year,University of KwaZulu-Natal,,AFRICAN,   1.1 Instruction/Research Professional
13,9.0,0,2006,Year,University of KwaZulu-Natal,,ALL OTHER,   1.1 Instruction/Research Professional
14,1583.0,0,2006,Year,University of KwaZulu-Natal,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,908.0,0,2006,Year,University of KwaZulu-Natal,MALE,,   1.1 Instruction/Research Professional
16,675.0,0,2006,Year,University of KwaZulu-Natal,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2006,Year,University of KwaZulu-Natal,UNKNOWN,,   1.1 Instruction/Research Professional
18,56.0,0,2006,Year,University of KwaZulu-Natal,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,2.0,0,2006,Year,University of KwaZulu-Natal,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
