,OBS,DATAMARKER,TIME,TIMEUNIT,Institution,Gender,Race,Profession
0,129.0,0,2006,Year,University of Fort Hare,,WHITE,1.0 Professional Staff     -Sub-total
1,12.0,0,2006,Year,University of Fort Hare,,COLOURED,1.0 Professional Staff     -Sub-total
2,14.0,0,2006,Year,University of Fort Hare,,INDIAN,1.0 Professional Staff     -Sub-total
3,250.0,0,2006,Year,University of Fort Hare,,AFRICAN,1.0 Professional Staff     -Sub-total
4,0.0,0,2006,Year,University of Fort Hare,,ALL OTHER,1.0 Professional Staff     -Sub-total
5,405.0,0,2006,Year,University of Fort Hare,TOTAL,TOTAL,1.0 Professional Staff     -Sub-total
6,240.0,0,2006,Year,University of Fort Hare,MALE,,1.0 Professional Staff     -Sub-total
7,165.0,0,2006,Year,University of Fort Hare,FEMALE,,1.0 Professional Staff     -Sub-total
8,0.0,0,2006,Year,University of Fort Hare,UNKNOWN,,1.0 Professional Staff     -Sub-total
9,91.0,0,2006,Year,University of Fort Hare,,WHITE,   1.1 Instruction/Research Professional
10,4.0,0,2006,Year,University of Fort Hare,,COLOURED,   1.1 Instruction/Research Professional
11,11.0,0,2006,Year,University of Fort Hare,,INDIAN,   1.1 Instruction/Research Professional
12,155.0,0,2006,Year,University of Fort Hare,,AFRICAN,   1.1 Instruction/Research Professional
13,0.0,0,2006,Year,University of Fort Hare,,ALL OTHER,   1.1 Instruction/Research Professional
14,261.0,0,2006,Year,University of Fort Hare,TOTAL,TOTAL,   1.1 Instruction/Research Professional
15,168.0,0,2006,Year,University of Fort Hare,MALE,,   1.1 Instruction/Research Professional
16,93.0,0,2006,Year,University of Fort Hare,FEMALE,,   1.1 Instruction/Research Professional
17,0.0,0,2006,Year,University of Fort Hare,UNKNOWN,,   1.1 Instruction/Research Professional
18,20.0,0,2006,Year,University of Fort Hare,,WHITE,   1.2 Executive/Administrative/Managerial Professionals
19,4.0,0,2006,Year,University of Fort Hare,,COLOURED,   1.2 Executive/Administrative/Managerial Professionals
20,3.0,0,2006,Year,University of Fort Hare,,INDIAN,   1.2 Executive/Administrative/Managerial Professionals
21,34.0,0,2006,Year,University of Fort Hare,,AFRICAN,   1.2 Executive/Administrative/Managerial Professionals
22,0.0,0,2006,Year,University of Fort Hare,,ALL OTHER,   1.2 Executive/Administrative/Managerial Professionals
23,61.0,0,2006,Year,University of Fort Hare,TOTAL,TOTAL,   1.2 Executive/Administrative/Managerial Professionals
24,41.0,0,2006,Year,University of Fort Hare,MALE,,   1.2 Executive/Administrative/Managerial Professionals
25,20.0,0,2006,Year,University of Fort Hare,FEMALE,,   1.2 Executive/Administrative/Managerial Professionals
26,0.0,0,2006,Year,University of Fort Hare,UNKNOWN,,   1.2 Executive/Administrative/Managerial Professionals
27,18.0,0,2006,Year,University of Fort Hare,,WHITE,   1.3 Specialist/Support Professionals
28,4.0,0,2006,Year,University of Fort Hare,,COLOURED,   1.3 Specialist/Support Professionals
29,0.0,0,2006,Year,University of Fort Hare,,INDIAN,   1.3 Specialist/Support Professionals
30,61.0,0,2006,Year,University of Fort Hare,,AFRICAN,   1.3 Specialist/Support Professionals
31,0.0,0,2006,Year,University of Fort Hare,,ALL OTHER,   1.3 Specialist/Support Professionals
32,83.0,0,2006,Year,University of Fort Hare,TOTAL,TOTAL,   1.3 Specialist/Support Professionals
33,31.0,0,2006,Year,University of Fort Hare,MALE,,   1.3 Specialist/Support Professionals
34,52.0,0,2006,Year,University of Fort Hare,FEMALE,,   1.3 Specialist/Support Professionals
35,0.0,0,2006,Year,University of Fort Hare,UNKNOWN,,   1.3 Specialist/Support Professionals
36,36.0,0,2006,Year,University of Fort Hare,,WHITE,2.0 Non-Professional Staff    -Sub-total
