,,,,51 Central Libraries & Information Services,,,,,,52 Central Computer & Computer Networks,,,,,,53 Other Academic Services,,,,,,Total Academic Services,,,,,,54a Central Administration & Services,,,,,,54b General Educational Expenditure,,,,,,55 Staff & Student Facilities,,,,,,Total Administration & Central Services,,,,,,Total Academic Services & Administration & Central Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,Academic               staff costs,Other                    staff costs,Other operating expenses,Depreciation,Total expenditure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,Total UK,,17007,261601,244486,14025,537119,,9836,179603,130943,35776,356158,,16715,103704,78537,3551,202507,,43558,544908,453966,53352,1095784,,65773,660378,461133,34189,1221473,,7371,66406,246931,687,321395,,11615,148968,133592,3296,297471,,84759,875752,841656,38172,1840339,,128317,1420660,1295622,91524,2936123,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Total England,,14894,212527,200985,8786,437192,,9173,146890,108941,29864,294868,,14636,80417,63198,2939,161190,,38703,439834,373124,41589,893250,,57278,543005,396379,27179,1023841,,6430,53095,201257,396,261178,,10543,121241,112441,2678,246903,,74251,717341,710077,30253,1531922,,112954,1157175,1083201,71842,2425172,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,Cumbria Institute of the Arts,0,0,50,12,62,,0,61,23,96,180,,56,584,20,169,829,,56,645,93,277,1071,,0,793,724,36,1553,,0,0,155,0,155,,0,0,65,0,65,,0,793,944,36,1773,,56,1438,1037,313,2844,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,Dartington College of Arts,0,92,66,0,158,,0,62,5,0,67,,0,0,34,0,34,,0,154,105,0,259,,175,354,422,219,1170,,0,0,149,0,149,,0,58,29,0,87,,175,412,600,219,1406,,175,566,705,219,1665,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,De Montfort University,904,2551,1830,0,5285,,25,1424,1994,878,4321,,230,284,316,0,830,,1159,4259,4140,878,10436,,567,8335,7623,0,16525,,853,603,450,0,1906,,172,893,1061,0,2126,,1592,9831,9134,0,20557,,2751,14090,13274,878,30993,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,University of Derby,96,1908,1323,205,3532,,0,1511,1143,785,3439,,443,214,699,56,1412,,539,3633,3165,1046,8383,,829,4564,2004,197,7594,,0,0,936,0,936,,15,784,1070,26,1895,,844,5348,4010,223,10425,,1383,8981,7175,1269,18808,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,University of Durham,870,1005,2011,34,3920,,1217,510,3147,450,5324,,316,303,288,32,939,,2403,1818,5446,516,10183,,2395,1519,2058,5,5977,,1115,622,2974,0,4711,,1348,1211,1659,15,4233,,4858,3352,6691,20,14921,,7261,5170,12137,536,25104,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,The University of East Anglia,24,1745,1675,272,3716,,1,1089,543,432,2065,,0,570,429,25,1024,,25,3404,2647,729,6805,,105,4305,2030,101,6541,,0,373,1325,0,1698,,0,1943,1355,75,3373,,105,6621,4710,176,11612,,130,10025,7357,905,18417,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,The University of East London,57,1204,1147,18,2426,,102,1632,1039,288,3061,,797,505,1733,0,3035,,956,3341,3919,306,8522,,242,2523,2012,320,5097,,337,652,560,0,1549,,573,2229,2021,56,4879,,1152,5404,4593,376,11525,,2108,8745,8512,682,20047,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,Edge Hill College of Higher Education,0,943,468,432,1843,,0,423,370,0,793,,0,1250,499,1,1750,,0,2616,1337,433,4386,,0,1648,1431,286,3365,,0,178,383,29,590,,0,440,166,0,606,,0,2266,1980,315,4561,,0,4882,3317,748,8947,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,The University of Essex,386,1150,1278,0,2814,,0,858,1221,27,2106,,0,656,172,0,828,,386,2664,2671,27,5748,,0,3383,1436,71,4890,,0,501,1342,0,1843,,0,1314,664,7,1985,,0,5198,3442,78,8718,,386,7862,6113,105,14466,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,The University of Exeter,8,1298,1833,25,3164,,0,1800,659,155,2614,,0,201,378,10,589,,8,3299,2870,190,6367,,12,4144,2462,0,6618,,91,228,560,0,879,,0,348,775,0,1123,,103,4720,3797,0,8620,,111,8019,6667,190,14987,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Falmouth College of Arts,0,384,124,24,532,,0,227,87,132,446,,67,247,220,186,720,,67,858,431,342,1698,,0,834,506,88,1428,,0,143,320,5,468,,0,105,98,2,205,,0,1082,924,95,2101,,67,1940,1355,437,3799,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,University of Gloucestershire,20,1103,677,64,1864,,0,607,285,29,921,,211,727,269,47,1254,,231,2437,1231,140,4039,,9,2468,1627,105,4209,,0,0,455,0,455,,224,331,81,27,663,,233,2799,2163,132,5327,,464,5236,3394,272,9366,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,Goldsmiths College,0,968,592,18,1578,,0,930,376,100,1406,,0,0,0,0,0,,0,1898,968,118,2984,,0,3463,1766,3,5232,,0,159,1130,0,1289,,0,428,582,18,1028,,0,4050,3478,21,7549,,0,5948,4446,139,10533,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,The University of Greenwich,0,2140,1048,0,3188,,0,2141,965,0,3106,,151,89,293,0,533,,151,4370,2306,0,6827,,390,8224,3917,0,12531,,0,1069,1756,0,2825,,58,1373,515,0,1946,,448,10666,6188,0,17302,,599,15036,8494,0,24129,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,Harper Adams University College,0,210,282,35,527,,0,188,45,120,353,,0,0,0,0,0,,0,398,327,155,880,,0,882,871,60,1813,,0,83,122,0,205,,0,159,101,0,260,,0,1124,1094,60,2278,,0,1522,1421,215,3158,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,University of Hertfordshire,0,4022,4120,0,8142,,0,0,0,0,0,,0,0,0,0,0,,0,4022,4120,0,8142,,0,6062,4470,0,10532,,0,242,1857,0,2099,,0,1534,814,0,2348,,0,7838,7141,0,14979,,0,11860,11261,0,23121,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,Homerton College(#4),0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,The University of Huddersfield,0,1403,1387,120,2910,,0,948,639,341,1928,,0,519,328,41,888,,0,2870,2354,502,5726,,0,3663,2753,244,6660,,0,716,885,13,1614,,0,665,989,22,1676,,0,5044,4627,279,9950,,0,7914,6981,781,15676,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,The University of Hull,0,1801,1316,5,3122,,0,993,697,64,1754,,0,564,77,53,694,,0,3358,2090,122,5570,,0,4795,2216,16,7027,,0,270,4023,0,4293,,0,1104,1104,0,2208,,0,6169,7343,16,13528,,0,9527,9433,138,19098,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,"Imperial College of Science, Technology & Medicine",0,3642,4324,30,7996,,1,3101,637,164,3903,,527,3691,3622,92,7932,,528,10434,8583,286,19831,,820,10637,4352,1112,16921,,179,594,3868,0,4641,,180,2353,2361,434,5328,,1179,13584,10581,1546,26890,,1707,24018,19164,1832,46721,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,Institute of Advanced Nursing Education,683,171,286,54,1194,,0,0,0,0,0,,0,0,0,0,0,,683,171,286,54,1194,,0,770,936,288,1994,,0,0,0,0,0,,0,0,0,0,0,,0,770,936,288,1994,,683,941,1222,342,3188,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,Institute of Education,0,923,507,59,1489,,0,781,1017,0,1798,,0,108,23,0,131,,0,1812,1547,59,3418,,0,1908,857,0,2765,,0,339,656,0,995,,0,99,1786,0,1885,,0,2346,3299,0,5645,,0,4158,4846,59,9063,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,The University of Keele,49,1091,1257,106,2503,,0,532,290,184,1006,,0,226,2,0,228,,49,1849,1549,290,3737,,145,3420,1084,0,4649,,0,11,344,0,355,,39,641,713,0,1393,,184,4072,2141,0,6397,,233,5921,3690,290,10134,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,The University of Kent at Canterbury,0,1642,1645,219,3506,,0,1391,602,280,2273,,0,228,47,75,350,,0,3261,2294,574,6129,,0,4913,1441,109,6463,,0,1051,1498,4,2553,,0,752,692,20,1464,,0,6716,3631,133,10480,,0,9977,5925,707,16609,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,Kent Institute of Art & Design,0,510,173,22,705,,0,55,38,0,93,,0,118,82,0,200,,0,683,293,22,998,,98,2003,1207,64,3372,,0,0,0,0,0,,0,0,0,0,0,,98,2003,1207,64,3372,,98,2686,1500,86,4370,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,"King Alfred's College, Winchester",0,280,444,56,780,,0,629,425,240,1294,,0,0,0,0,0,,0,909,869,296,2074,,12,1437,837,25,2311,,0,138,336,1,475,,25,297,151,7,480,,37,1872,1324,33,3266,,37,2781,2193,329,5340,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,King's College London,0,4647,5375,115,10137,,0,2804,1421,1158,5383,,0,1287,120,56,1463,,0,8738,6916,1329,16983,,632,11057,3267,120,15076,,4,274,1083,3,1364,,95,947,1669,15,2726,,731,12278,6019,138,19166,,731,21016,12935,1467,36149,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,Kingston University,70,2160,1537,238,4005,,34,1666,603,515,2818,,0,0,0,0,0,,104,3826,2140,753,6823,,598,7032,2942,590,11162,,56,599,686,0,1341,,17,1212,639,16,1884,,671,8843,4267,606,14387,,775,12669,6407,1359,21210,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,The University of Lancaster,13,1238,1671,9,2931,,0,1726,1734,330,3790,,0,152,69,3,224,,13,3116,3474,342,6945,,0,3408,2215,87,5710,,0,1469,1289,2,2760,,36,1528,1129,15,2708,,36,6405,4633,104,11178,,49,9521,8107,446,18123,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,Leeds Metropolitan University,0,3567,2511,110,6188,,0,2026,1922,257,4205,,0,1847,472,2,2321,,0,7440,4905,369,12714,,0,2769,1688,52,4509,,0,0,749,0,749,,0,2256,663,7,2926,,0,5025,3100,59,8184,,0,12465,8005,428,20898,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,The University of Leeds,2,5833,4460,114,10409,,0,3578,2387,218,6183,,0,596,62,129,787,,2,10007,6909,461,17379,,239,12427,8422,0,21088,,79,927,2841,0,3847,,80,2422,2011,0,4513,,398,15776,13274,0,29448,,400,25783,20183,461,46827,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,The University of Leicester,0,2323,1962,0,4285,,0,1100,1555,8,2663,,0,913,16,28,957,,0,4336,3533,36,7905,,0,4321,2869,39,7229,,0,212,1690,0,1902,,0,1831,3150,0,4981,,0,6364,7709,39,14112,,0,10700,11242,75,22017,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,The University of Lincoln,257,1985,1318,0,3560,,0,524,807,0,1331,,132,195,105,0,432,,389,2704,2230,0,5323,,0,3001,3514,3485,10000,,0,709,5,0,714,,0,860,695,0,1555,,0,4570,4214,3485,12269,,389,7274,6444,3485,17592,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,Liverpool Hope,0,550,364,0,914,,0,603,98,0,701,,0,0,0,0,0,,0,1153,462,0,1615,,0,2804,1897,0,4701,,0,0,317,0,317,,0,331,442,0,773,,0,3135,2656,0,5791,,0,4288,3118,0,7406,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,Liverpool John Moores University,101,2107,1845,15,4068,,0,1837,1088,297,3222,,41,585,112,1,739,,142,4529,3045,313,8029,,180,4522,4913,499,10114,,223,1541,3199,3,4966,,146,1347,1191,0,2684,,549,7410,9303,502,17764,,691,11939,12348,815,25793,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,The University of Liverpool,105,1969,2299,198,4571,,115,1679,833,405,3032,,94,1521,441,0,2056,,314,5169,3573,603,9659,,896,5551,3072,93,9612,,204,1723,4744,0,6671,,0,816,1729,0,2545,,1100,8090,9545,93,18828,,1414,13259,13118,696,28487,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,London Business School,0,2377,2452,0,4829,,0,0,0,0,0,,0,4544,14840,0,19384,,0,6921,17292,0,24213,,0,3398,3076,0,6474,,0,0,0,0,0,,0,450,551,0,1001,,0,3848,3627,0,7475,,0,10769,20919,0,31688,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,University of London (Institutes and activities)(#3),1118,3005,2770,0,6893,,0,2527,1211,131,3869,,558,612,2691,0,3861,,1676,6144,6672,131,14623,,143,7532,16253,77,24005,,0,468,4202,0,4670,,0,2486,1524,0,4010,,143,10486,21979,77,32685,,1819,16630,28651,208,47308,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,London Guildhall University,0,1737,1363,0,3100,,0,1150,665,0,1815,,380,1153,257,0,1790,,380,4040,2285,0,6705,,412,3499,5386,1826,11123,,0,800,296,0,1096,,0,1002,199,0,1201,,412,5301,5881,1826,13420,,792,9341,8166,1826,20125,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,The London Institute,0,2714,1386,0,4100,,0,1271,683,0,1954,,0,236,1837,0,2073,,0,4221,3906,0,8127,,0,4234,2807,0,7041,,0,0,1108,0,1108,,0,1173,657,0,1830,,0,5407,4572,0,9979,,0,9628,8478,0,18106,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,London South Bank University(#2),103,2001,1708,41,3853,,29,918,1178,29,2154,,439,529,627,3,1598,,571,3448,3513,73,7605,,5880,3822,4829,118,14649,,0,712,436,11,1159,,2,637,522,13,1174,,5882,5171,5787,142,16982,,6453,8619,9300,215,24587,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,London School of Economics and Political Science,0,3110,1998,0,5108,,0,1278,1513,0,2791,,0,0,0,0,0,,0,4388,3511,0,7899,,0,7185,2151,0,9336,,0,164,6020,0,6184,,0,859,371,0,1230,,0,8208,8542,0,16750,,0,12596,12053,0,24649,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,London School of Hygiene & Tropical Medicine,0,340,305,0,645,,0,322,155,0,477,,96,710,394,0,1200,,96,1372,854,0,2322,,0,1637,910,0,2547,,0,19,499,0,518,,0,23,46,0,69,,0,1679,1455,0,3134,,96,3051,2309,0,5456,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,Loughborough University,44,1973,2460,105,4582,,0,1660,1003,1570,4233,,0,138,218,18,374,,44,3771,3681,1693,9189,,86,3480,1090,5,4661,,76,83,1130,0,1289,,185,2093,1259,24,3561,,347,5656,3479,29,9511,,391,9427,7160,1722,18700,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,University of Luton,415,1240,970,0,2625,,0,1133,506,0,1639,,197,126,540,0,863,,612,2499,2016,0,5127,,994,2720,3728,1530,8972,,260,320,712,0,1292,,22,500,587,0,1109,,1276,3540,5027,1530,11373,,1888,6039,7043,1530,16500,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,University of Manchester,336,5542,4924,44,10846,,102,4814,3086,1136,9138,,426,1938,1425,8,3797,,864,12294,9435,1188,23781,,292,9383,6861,22,16558,,123,1626,5031,0,6780,,321,2773,2773,7,5874,,736,13782,14665,29,29212,,1600,26076,24100,1217,52993,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,The University of Manchester Institute of Science & Technology,0,989,969,0,1958,,0,1605,1204,382,3191,,0,804,359,1,1164,,0,3398,2532,383,6313,,259,4821,2924,15,8019,,2,410,1151,0,1563,,22,804,968,3,1797,,283,6035,5043,18,11379,,283,9433,7575,401,17692,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,The Manchester Metropolitan University,132,3702,3898,269,8001,,0,1703,2399,85,4187,,332,436,142,0,910,,464,5841,6439,354,13098,,1542,3190,6084,148,10964,,82,1408,2918,12,4420,,115,1601,1439,6,3161,,1739,6199,10441,166,18545,,2203,12040,16880,520,31643,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
