Table 3 - Income of each Institution from Research Grants and Contracts and for Other Income - Other Services Rendered 2001/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


UK Institutions,,,,,,,,,,,,,,,,,,,,,,£ Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Research Grants & Contracts,,,,,,,,,Other Income - Other Services Rendered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OST               research councils,UK based charities,"UK cent govt bodies, local auth, health & hosp auth","UK industry, commerce & public corps",EU sources,Other overseas sources,Other                  sources,Total ,,Course validation fees,Teaching companies,"UK cent govt bodies, local auth, health & hosp auth","UK industry, commerce & public corps",EU sources,Other                    overseas sources,Other                  sources,Total ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,Total UK,,805360,606885,413163,250232,188864,115605,53309,2433418,,17791,25638,208743,137866,61287,30572,235289,717186,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Total England,,667816,503631,318364,209306,154510,100175,32716,1986518,,14496,20369,140736,96414,45720,23583,190651,531969,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,Anglia Polytechnic University,161,276,2786,110,205,17,23,3578,,0,216,5159,0,1526,0,1845,8746,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,Aston University,1843,496,843,430,442,384,324,4762,,0,450,0,2149,0,0,0,2599,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,Bath Spa University College,6,29,55,17,0,0,54,161,,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,The University of Bath,9050,3135,2054,3097,1311,811,331,19789,,5,595,1412,1677,63,55,2366,6173,,6
7,,,Birkbeck College,2831,1114,2871,303,232,93,0,7444,,0,0,13,59,5,0,229,306,,7
8,,,The University of Birmingham,26539,16701,11643,6971,3284,1829,1081,68048,,34,171,6214,2670,1066,301,2373,12829,,8
9,,,Bishop Grosseteste College,0,0,0,0,0,0,0,0,,0,0,6,0,0,22,191,219,,9
10,,,Bolton Institute of Higher Education,196,33,157,117,12,18,75,608,,0,182,657,120,170,10,-32,1107,,10
11,,,The Arts Institute at Bournemouth(#1),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,11
12,,,Bournemouth University,129,157,668,236,77,44,355,1666,,27,205,867,119,38,27,310,1593,,12
13,,,The University of Bradford,1587,1951,1317,831,443,910,110,7149,,1509,0,436,128,35,8,171,2287,,13
14,,,The University of Brighton,1596,102,1278,403,572,78,0,4029,,0,901,1325,214,119,4,1509,4072,,14
15,,,The University of Bristol,22558,16311,8597,3701,4389,1367,0,56923,,17,123,911,7826,65,53,1079,10074,,15
16,,,Brunel University,3866,569,1469,1529,1854,152,84,9523,,0,419,28,215,54,4,97,817,,16
17,,,Buckinghamshire Chilterns University College,0,37,42,1143,116,1,2,1341,,0,0,70,0,29,0,1826,1925,,17
18,,,The University of Cambridge,58969,45725,12733,12772,8986,8063,1730,148978,,0,0,0,0,0,0,14197,14197,,18
19,,,The Institute of Cancer Research,2613,18691,3644,708,116,138,0,25910,,0,0,0,0,0,0,0,0,,19
20,,,Canterbury Christ Church University College,45,71,441,54,22,0,26,659,,0,0,3081,0,0,0,3396,6477,,20
21,,,The University of Central England in Birmingham,0,141,1024,331,470,0,141,2107,,0,0,304,1340,432,4,2068,4148,,21
22,,,The University of Central Lancashire,405,285,785,345,206,15,36,2077,,69,109,792,333,163,405,631,2502,,22
23,,,Central School of Speech and Drama,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,23
24,,,Chester College of HE,7,9,203,6,0,3,0,228,,0,0,0,0,0,8,111,119,,24
25,,,University College Chichester,0,126,102,87,0,22,2,339,,0,0,0,0,0,0,0,0,,25
26,,,City University,1581,600,1423,693,1625,218,450,6590,,269,47,228,125,96,120,866,1751,,26
27,,,Conservatoire for Dance and Drama(#1),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,27
28,,,Coventry University,221,273,696,128,662,52,0,2032,,93,178,523,287,5823,201,369,7474,,28
29,,,Cranfield University,7045,221,6812,14535,4432,4654,0,37699,,0,0,0,0,0,0,0,0,,29
30,,,Cumbria Institute of the Arts,0,0,5,0,0,0,0,5,,0,0,0,158,0,0,202,360,,30
31,,,Dartington College of Arts,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,31
32,,,De Montfort University,1998,594,2808,888,695,972,1148,9103,,30,0,2006,1314,26,38,778,4192,,32
33,,,University of Derby,176,38,301,323,40,108,15,1001,,0,84,1281,1249,79,125,1666,4484,,33
34,,,University of Durham,10852,2509,8417,1318,904,1432,5,25437,,72,78,2187,2324,2054,11,822,7548,,34
35,,,The University of East Anglia,9044,3971,4597,1161,1945,677,246,21641,,170,60,109,148,8,1027,737,2259,,35
36,,,The University of East London,160,274,0,0,51,0,892,1377,,0,0,0,1015,962,555,0,2532,,36
37,,,Edge Hill College of Higher Education,19,5,50,0,0,0,0,74,,0,0,6120,0,0,0,0,6120,,37
38,,,The University of Essex,6207,1042,1026,757,1097,207,40,10376,,47,0,234,281,31,14,148,755,,38
39,,,The University of Exeter,5235,2565,2615,1179,616,70,31,12311,,165,222,1097,0,356,0,674,2514,,39
40,,,Falmouth College of Arts,17,3,0,1,0,0,0,21,,0,0,0,6,0,0,305,311,,40
41,,,University of Gloucestershire,53,126,700,44,103,-2,76,1100,,9,0,0,0,0,0,620,629,,41
42,,,Goldsmiths College,535,531,672,4,73,39,176,2030,,19,0,202,18,0,0,692,931,,42
43,,,The University of Greenwich,1195,155,5321,278,1222,84,863,9118,,0,186,3901,773,1664,372,1653,8549,,43
44,,,Harper Adams University College,0,27,38,311,31,0,0,407,,0,0,54,316,0,0,1121,1491,,44
